code_insee,annee,prix_m2_appart,prix_m2_maison,nb_ventes_appart,nb_ventes_maison,nb_ventes_total
36154,2024,1322,1322,0.0,15.0,15
36155,2024,1928,1928,1.0,10.0,11
36156,2024,813,813,0.0,5.0,5
36157,2024,1017,1017,0.0,6.0,6
36158,2024,837,837,0.0,11.0,11
36159,2024,1641,1641,0.0,56.0,56
36160,2024,1256,1256,0.0,1.0,1
36161,2024,1039,1039,0.0,13.0,13
36162,2024,1053,1053,0.0,14.0,14
36163,2024,889,889,0.0,9.0,9
36164,2024,903,903,0.0,1.0,1
36165,2024,1274,1274,0.0,11.0,11
36166,2024,656,656,0.0,4.0,4
36168,2024,992,992,1.0,3.0,4
36169,2024,849,849,0.0,9.0,9
36170,2024,1250,1250,0.0,1.0,1
36171,2024,945,945,0.0,35.0,35
36172,2024,662,662,0.0,5.0,5
36173,2024,1019,1019,0.0,4.0,4
36174,2024,821,821,0.0,3.0,3
36175,2024,1230,1230,0.0,3.0,3
36176,2024,1144,1144,0.0,8.0,8
36177,2024,977,977,0.0,1.0,1
36178,2024,1058,1058,0.0,4.0,4
36179,2024,2392,2392,0.0,2.0,2
36180,2024,1165,1165,0.0,17.0,17
36181,2024,1154,1154,0.0,5.0,5
36182,2024,986,986,1.0,5.0,6
36184,2024,916,916,0.0,10.0,10
36185,2024,1004,1004,0.0,5.0,5
36186,2024,1436,1436,0.0,5.0,5
36187,2024,763,763,0.0,2.0,2
36188,2024,1619,1619,0.0,2.0,2
36189,2024,1168,1168,0.0,20.0,20
36190,2024,1199,1199,0.0,4.0,4
36191,2024,1129,1129,0.0,8.0,8
36192,2024,1108,1108,0.0,15.0,15
36193,2024,1166,1166,0.0,2.0,2
36194,2024,1002,1002,0.0,9.0,9
36195,2024,1457,1457,0.0,10.0,10
36196,2024,676,676,0.0,3.0,3
36197,2024,653,653,0.0,1.0,1
36198,2024,730,730,0.0,7.0,7
36199,2024,953,953,0.0,8.0,8
36200,2024,1056,1056,0.0,29.0,29
36202,2024,1334,1334,1.0,23.0,24
36204,2024,834,834,0.0,6.0,6
36205,2024,9517,9517,0.0,1.0,1
36207,2024,903,903,0.0,10.0,10
36208,2024,1304,1304,2.0,11.0,13
36209,2024,758,758,0.0,4.0,4
36210,2024,806,806,0.0,2.0,2
36211,2024,963,963,0.0,5.0,5
36212,2024,886,886,0.0,2.0,2
36214,2024,973,973,0.0,3.0,3
36215,2024,1155,1155,0.0,6.0,6
36216,2024,1724,1724,0.0,1.0,1
36217,2024,1000,1000,0.0,1.0,1
36218,2024,674,674,0.0,2.0,2
36219,2024,1275,1275,0.0,9.0,9
36220,2024,1171,1171,0.0,18.0,18
36221,2024,840,840,0.0,11.0,11
36222,2024,1264,1264,0.0,3.0,3
36223,2024,702,702,0.0,2.0,2
36224,2024,1077,1077,0.0,19.0,19
36225,2024,546,546,0.0,2.0,2
36226,2024,802,802,0.0,4.0,4
36227,2024,808,808,0.0,6.0,6
36228,2024,1083,1083,0.0,29.0,29
36229,2024,1070,1070,0.0,17.0,17
36230,2024,851,851,0.0,24.0,24
36231,2024,1342,1342,0.0,4.0,4
36232,2024,1061,1061,1.0,13.0,14
36233,2024,923,923,0.0,5.0,5
36234,2024,1156,1156,0.0,3.0,3
36235,2024,1459,1459,0.0,8.0,8
36236,2024,920,920,0.0,8.0,8
36237,2024,977,977,0.0,7.0,7
36238,2024,676,676,0.0,4.0,4
36239,2024,936,936,0.0,2.0,2
36240,2024,1284,1284,0.0,6.0,6
36241,2024,1470,1470,6.0,23.0,29
36243,2024,685,685,0.0,3.0,3
36244,2024,1089,1089,0.0,9.0,9
36247,2024,1427,1427,0.0,12.0,12
36248,2024,1543,1543,0.0,3.0,3
37001,2024,1395,1395,0.0,8.0,8
37002,2024,1806,1806,0.0,15.0,15
37003,2024,2516,2516,42.0,118.0,160
37004,2024,1819,1819,0.0,6.0,6
37005,2024,1310,1310,0.0,8.0,8
37006,2024,2257,2257,0.0,28.0,28
37007,2024,1406,1406,0.0,3.0,3
37008,2024,2369,2369,0.0,22.0,22
37009,2024,2056,2056,0.0,2.0,2
37010,2024,1752,1752,0.0,16.0,16
37011,2024,1979,1979,0.0,16.0,16
37012,2024,1677,1677,0.0,7.0,7
37013,2024,3143,3143,0.0,6.0,6
37014,2024,2387,2387,4.0,23.0,27
37015,2024,2318,2318,1.0,31.0,32
37016,2024,1660,1660,0.0,2.0,2
37018,2024,2834,2834,15.0,62.0,77
37019,2024,1126,1126,0.0,6.0,6
37020,2024,1792,1792,0.0,27.0,27
37021,2024,1681,1681,0.0,15.0,15
37022,2024,1969,1969,0.0,25.0,25
37023,2024,2085,2085,0.0,3.0,3
37024,2024,1851,1851,0.0,11.0,11
37025,2024,2408,2408,0.0,10.0,10
37026,2024,1090,1090,0.0,11.0,11
37027,2024,2569,2569,6.0,39.0,45
37028,2024,999,999,0.0,12.0,12
37029,2024,1548,1548,0.0,6.0,6
37030,2024,1755,1755,0.0,6.0,6
37031,2024,1691,1691,10.0,41.0,51
37032,2024,721,721,0.0,1.0,1
37033,2024,1710,1710,0.0,6.0,6
37034,2024,697,697,0.0,3.0,3
37035,2024,1018,1018,0.0,4.0,4
37036,2024,1092,1092,0.0,4.0,4
37037,2024,1300,1300,0.0,3.0,3
37038,2024,1287,1287,0.0,7.0,7
37039,2024,1066,1066,0.0,5.0,5
37040,2024,3843,3843,0.0,2.0,2
37041,2024,1465,1465,0.0,5.0,5
37042,2024,1868,1868,0.0,9.0,9
37043,2024,1987,1987,0.0,14.0,14
37044,2024,1275,1275,0.0,2.0,2
37045,2024,1348,1348,0.0,10.0,10
37046,2024,1906,1906,0.0,4.0,4
37047,2024,3074,3074,0.0,11.0,11
37048,2024,921,921,0.0,4.0,4
37049,2024,1902,1902,0.0,14.0,14
37050,2024,2760,2760,76.0,79.0,155
37051,2024,1511,1511,0.0,13.0,13
37052,2024,2500,2500,0.0,3.0,3
37053,2024,2617,2617,0.0,2.0,2
37054,2024,2334,2334,1.0,20.0,21
37055,2024,1383,1383,0.0,8.0,8
37056,2024,1692,1692,0.0,1.0,1
37057,2024,1214,1214,0.0,11.0,11
37058,2024,1662,1662,0.0,13.0,13
37059,2024,2447,2447,0.0,6.0,6
37060,2024,1972,1972,0.0,17.0,17
37061,2024,878,878,0.0,6.0,6
37062,2024,1628,1628,0.0,27.0,27
37063,2024,1518,1518,4.0,47.0,51
37064,2024,841,841,0.0,2.0,2
37065,2024,907,907,0.0,4.0,4
37066,2024,1612,1612,0.0,9.0,9
37067,2024,2624,2624,0.0,21.0,21
37068,2024,1276,1276,0.0,6.0,6
37069,2024,1788,1788,0.0,1.0,1
37070,2024,1960,1960,0.0,6.0,6
37071,2024,1613,1613,0.0,1.0,1
37072,2024,1795,1795,46.0,82.0,128
37073,2024,2000,2000,0.0,12.0,12
37074,2024,1702,1702,0.0,28.0,28
37075,2024,1272,1272,0.0,3.0,3
37076,2024,1178,1178,0.0,6.0,6
37077,2024,2076,2076,1.0,42.0,43
37078,2024,1311,1311,0.0,6.0,6
37079,2024,2406,2406,1.0,15.0,16
37080,2024,1574,1574,0.0,5.0,5
37081,2024,1996,1996,0.0,14.0,14
37082,2024,1436,1436,0.0,8.0,8
37083,2024,1973,1973,0.0,11.0,11
37084,2024,789,789,0.0,5.0,5
37085,2024,2081,2081,0.0,3.0,3
37086,2024,1028,1028,0.0,2.0,2
37087,2024,1504,1504,0.0,6.0,6
37089,2024,1999,1999,0.0,7.0,7
37090,2024,2359,2359,0.0,2.0,2
37091,2024,2067,2067,0.0,28.0,28
37092,2024,2414,2414,0.0,1.0,1
37093,2024,1648,1648,0.0,7.0,7
37094,2024,1391,1391,0.0,9.0,9
37095,2024,2025,2025,0.0,1.0,1
37096,2024,2288,2288,0.0,4.0,4
37097,2024,1812,1812,0.0,8.0,8
37098,2024,1489,1489,1.0,8.0,9
37099,2024,2544,2544,0.0,8.0,8
37100,2024,1433,1433,0.0,9.0,9
37101,2024,1382,1382,0.0,4.0,4
37103,2024,705,705,0.0,1.0,1
37104,2024,2457,2457,0.0,57.0,57
37105,2024,1127,1127,0.0,3.0,3
37107,2024,1160,1160,0.0,6.0,6
37108,2024,2432,2432,0.0,7.0,7
37109,2024,2895,2895,9.0,86.0,95
37110,2024,1618,1618,0.0,16.0,16
37111,2024,1602,1602,0.0,31.0,31
37112,2024,1267,1267,0.0,8.0,8
37113,2024,944,944,1.0,10.0,11
37114,2024,500,500,0.0,2.0,2
37115,2024,1180,1180,9.0,54.0,63
37116,2024,1078,1078,0.0,6.0,6
37117,2024,1735,1735,0.0,4.0,4
37118,2024,1516,1516,0.0,17.0,17
37119,2024,1540,1540,0.0,17.0,17
37121,2024,939,939,0.0,5.0,5
37122,2024,2377,2377,266.0,231.0,497
37123,2024,2312,2312,0.0,35.0,35
37124,2024,2768,2768,1.0,24.0,25
37125,2024,1836,1836,0.0,2.0,2
37126,2024,1420,1420,0.0,3.0,3
37127,2024,824,824,0.0,1.0,1
37128,2024,2125,2125,0.0,11.0,11
37129,2024,1556,1556,0.0,16.0,16
37130,2024,1391,1391,0.0,25.0,25
37131,2024,1943,1943,0.0,14.0,14
37132,2024,1978,1978,5.0,82.0,87
37133,2024,1054,1054,0.0,7.0,7
37134,2024,1947,1947,0.0,7.0,7
37136,2024,1660,1660,0.0,3.0,3
37137,2024,595,595,0.0,2.0,2
37138,2024,2319,2319,0.0,10.0,10
37139,2024,2511,2511,1.0,53.0,54
37140,2024,1588,1588,0.0,3.0,3
37141,2024,2203,2203,0.0,6.0,6
37142,2024,2089,2089,0.0,4.0,4
37143,2024,1349,1349,0.0,17.0,17
37144,2024,1923,1923,0.0,5.0,5
37145,2024,1422,1422,0.0,4.0,4
37146,2024,1495,1495,0.0,4.0,4
37147,2024,1042,1042,0.0,4.0,4
37148,2024,1726,1726,0.0,4.0,4
37149,2024,1151,1151,0.0,6.0,6
37150,2024,2111,2111,0.0,16.0,16
37151,2024,2589,2589,1.0,22.0,23
37152,2024,2985,2985,0.0,15.0,15
37153,2024,2230,2230,2.0,35.0,37
37154,2024,2437,2437,2.0,47.0,49
37155,2024,1497,1497,0.0,7.0,7
37156,2024,2373,2373,11.0,97.0,108
37157,2024,1538,1538,0.0,5.0,5
37158,2024,1666,1666,0.0,5.0,5
37159,2024,2327,2327,5.0,63.0,68
37160,2024,1725,1725,0.0,4.0,4
37161,2024,1866,1866,0.0,9.0,9
37162,2024,1685,1685,0.0,5.0,5
37163,2024,1986,1986,0.0,40.0,40
37165,2024,1603,1603,0.0,3.0,3
37166,2024,2025,2025,0.0,8.0,8
37167,2024,1878,1878,7.0,18.0,25
37168,2024,1769,1769,0.0,3.0,3
37169,2024,1977,1977,0.0,7.0,7
37170,2024,1879,1879,0.0,8.0,8
37171,2024,3382,3382,0.0,17.0,17
37172,2024,2639,2639,3.0,26.0,29
37173,2024,893,893,0.0,13.0,13
37174,2024,1625,1625,0.0,15.0,15
37175,2024,1992,1992,0.0,9.0,9
37176,2024,1772,1772,0.0,8.0,8
37177,2024,1644,1644,0.0,6.0,6
37178,2024,2340,2340,0.0,5.0,5
37179,2024,2946,2946,1.0,16.0,17
37180,2024,1070,1070,0.0,5.0,5
37181,2024,1173,1173,0.0,4.0,4
37182,2024,2899,2899,0.0,10.0,10
37183,2024,1500,1500,2.0,22.0,24
37184,2024,1896,1896,0.0,3.0,3
37185,2024,2546,2546,1.0,13.0,14
37186,2024,2214,2214,0.0,13.0,13
37187,2024,1162,1162,0.0,5.0,5
37188,2024,1289,1289,0.0,9.0,9
37189,2024,823,823,1.0,22.0,23
37190,2024,991,991,0.0,3.0,3
37191,2024,1019,1019,0.0,2.0,2
37192,2024,1874,1874,0.0,11.0,11
37193,2024,2155,2155,0.0,13.0,13
37194,2024,2071,2071,0.0,18.0,18
37195,2024,2798,2798,104.0,50.0,154
37196,2024,1184,1184,2.0,21.0,23
37197,2024,2050,2050,0.0,9.0,9
37198,2024,1423,1423,0.0,3.0,3
37199,2024,722,722,0.0,3.0,3
37200,2024,1473,1473,0.0,15.0,15
37201,2024,1638,1638,0.0,8.0,8
37202,2024,1729,1729,0.0,8.0,8
37203,2024,3659,3659,2.0,33.0,35
37204,2024,2477,2477,0.0,16.0,16
37205,2024,2087,2087,0.0,10.0,10
37206,2024,3477,3477,0.0,14.0,14
37207,2024,918,918,0.0,6.0,6
37208,2024,2820,2820,38.0,127.0,165
37210,2024,1569,1569,0.0,9.0,9
37211,2024,2260,2260,0.0,20.0,20
37212,2024,1750,1750,0.0,7.0,7
37213,2024,1609,1609,0.0,11.0,11
37214,2024,3103,3103,97.0,125.0,222
37216,2024,1649,1649,0.0,27.0,27
37217,2024,2451,2451,0.0,16.0,16
37218,2024,1657,1657,0.0,10.0,10
37219,2024,2157,2157,0.0,11.0,11
37220,2024,1222,1222,0.0,9.0,9
37221,2024,1249,1249,0.0,3.0,3
37222,2024,1331,1331,0.0,8.0,8
37223,2024,1889,1889,0.0,6.0,6
37224,2024,1694,1694,0.0,10.0,10
37225,2024,2236,2236,0.0,27.0,27
37226,2024,1810,1810,3.0,33.0,36
37228,2024,2044,2044,0.0,10.0,10
37229,2024,1813,1813,0.0,4.0,4
37230,2024,2036,2036,0.0,5.0,5
37231,2024,1864,1864,4.0,19.0,23
37232,2024,1532,1532,0.0,17.0,17
37233,2024,2237,2237,46.0,85.0,131
37234,2024,1479,1479,0.0,6.0,6
37236,2024,1959,1959,0.0,4.0,4
37237,2024,2519,2519,1.0,10.0,11
37238,2024,1841,1841,0.0,3.0,3
37240,2024,1335,1335,0.0,7.0,7
37241,2024,1513,1513,0.0,23.0,23
37242,2024,1879,1879,0.0,16.0,16
37243,2024,2381,2381,1.0,33.0,34
37244,2024,1381,1381,0.0,2.0,2
37245,2024,2856,2856,0.0,17.0,17
37246,2024,1995,1995,0.0,2.0,2
37247,2024,1125,1125,0.0,3.0,3
37248,2024,1683,1683,0.0,3.0,3
37249,2024,1830,1830,0.0,13.0,13
37250,2024,2263,2263,0.0,15.0,15
37251,2024,2025,2025,0.0,11.0,11
37252,2024,1614,1614,1.0,6.0,7
37253,2024,1951,1951,0.0,3.0,3
37254,2024,2060,2060,0.0,22.0,22
37255,2024,1574,1574,0.0,4.0,4
37256,2024,2114,2114,0.0,4.0,4
37257,2024,1783,1783,0.0,15.0,15
37258,2024,1616,1616,0.0,2.0,2
37259,2024,979,979,0.0,10.0,10
37260,2024,949,949,0.0,9.0,9
37261,2024,2954,2954,1511.0,434.0,1945
37262,2024,1091,1091,0.0,3.0,3
37263,2024,2506,2506,1.0,20.0,21
37264,2024,2286,2286,0.0,12.0,12
37265,2024,1190,1190,0.0,5.0,5
37266,2024,2728,2728,5.0,66.0,71
37267,2024,2507,2507,1.0,45.0,46
37269,2024,887,887,0.0,4.0,4
37270,2024,2271,2271,0.0,26.0,26
37271,2024,1660,1660,0.0,9.0,9
37272,2024,2346,2346,0.0,13.0,13
37273,2024,2558,2558,5.0,50.0,55
37274,2024,1012,1012,0.0,3.0,3
37275,2024,1018,1018,0.0,3.0,3
37276,2024,2010,2010,0.0,11.0,11
37277,2024,1332,1332,0.0,6.0,6
37278,2024,1998,1998,0.0,7.0,7
37279,2024,1437,1437,0.0,8.0,8
37280,2024,1685,1685,0.0,1.0,1
37281,2024,2897,2897,8.0,41.0,49
37282,2024,1752,1752,1.0,14.0,15
38001,2024,2484,2484,12.0,56.0,68
38002,2024,3281,3281,43.0,4.0,47
38003,2024,2336,2336,0.0,4.0,4
38004,2024,2187,2187,0.0,6.0,6
38005,2024,4035,4035,3.0,8.0,11
38006,2024,2152,2152,68.0,26.0,94
38008,2024,1077,1077,0.0,1.0,1
38009,2024,2158,2158,2.0,10.0,12
38010,2024,2767,2767,0.0,6.0,6
38011,2024,3521,3521,2.0,9.0,11
38012,2024,2330,2330,8.0,24.0,32
38013,2024,2689,2689,25.0,32.0,57
38015,2024,2654,2654,2.0,11.0,13
38017,2024,2865,2865,0.0,17.0,17
38018,2024,1834,1834,0.0,3.0,3
38019,2024,2112,2112,0.0,12.0,12
38020,2024,3911,3911,25.0,4.0,29
38022,2024,2260,2260,9.0,66.0,75
38023,2024,625,625,0.0,1.0,1
38026,2024,3378,3378,3.0,11.0,14
38027,2024,2795,2795,0.0,16.0,16
38029,2024,2011,2011,1.0,22.0,23
38030,2024,2669,2669,1.0,7.0,8
38031,2024,1805,1805,0.0,1.0,1
38032,2024,1802,1802,0.0,5.0,5
38033,2024,1944,1944,0.0,4.0,4
38034,2024,1755,1755,13.0,38.0,51
38035,2024,2592,2592,0.0,10.0,10
38037,2024,1849,1849,2.0,6.0,8
38038,2024,2216,2216,0.0,3.0,3
38039,2024,4270,4270,6.0,6.0,12
38040,2024,2431,2431,2.0,1.0,3
38042,2024,2126,2126,0.0,4.0,4
38043,2024,2686,2686,1.0,12.0,13
38044,2024,2191,2191,0.0,9.0,9
38045,2024,4455,4455,1.0,18.0,19
38046,2024,2821,2821,0.0,5.0,5
38047,2024,2411,2411,0.0,2.0,2
38048,2024,3838,3838,2.0,2.0,4
38050,2024,1647,1647,0.0,5.0,5
38051,2024,2260,2260,0.0,8.0,8
38052,2024,3220,3220,16.0,22.0,38
38053,2024,2613,2613,240.0,95.0,335
38054,2024,2114,2114,0.0,17.0,17
38055,2024,1686,1686,0.0,4.0,4
38056,2024,450,450,0.0,1.0,1
38057,2024,4431,4431,0.0,3.0,3
38058,2024,2350,2350,5.0,23.0,28
38059,2024,3540,3540,4.0,15.0,19
38060,2024,3119,3119,0.0,3.0,3
38061,2024,3156,3156,7.0,27.0,34
38062,2024,2718,2718,1.0,8.0,9
38063,2024,2231,2231,0.0,6.0,6
38064,2024,3114,3114,4.0,26.0,30
38065,2024,2541,2541,3.0,15.0,18
38067,2024,2746,2746,4.0,21.0,25
38068,2024,3564,3564,0.0,4.0,4
38069,2024,1871,1871,0.0,17.0,17
38070,2024,2591,2591,3.0,5.0,8
38071,2024,2926,2926,7.0,14.0,21
38072,2024,2420,2420,0.0,19.0,19
38073,2024,2474,2474,2.0,7.0,9
38074,2024,1708,1708,0.0,1.0,1
38075,2024,2793,2793,4.0,20.0,24
38076,2024,2174,2174,1.0,17.0,18
38077,2024,2266,2266,0.0,11.0,11
38078,2024,2562,2562,0.0,6.0,6
38080,2024,2576,2576,0.0,10.0,10
38081,2024,2635,2635,0.0,21.0,21
38082,2024,2317,2317,4.0,15.0,19
38083,2024,3046,3046,0.0,3.0,3
38084,2024,2138,2138,0.0,13.0,13
38085,2024,3191,3191,2.0,48.0,50
38086,2024,2688,2688,0.0,1.0,1
38087,2024,2847,2847,10.0,18.0,28
38089,2024,1565,1565,0.0,1.0,1
38090,2024,2574,2574,0.0,7.0,7
38091,2024,2810,2810,0.0,5.0,5
38093,2024,2218,2218,0.0,6.0,6
38094,2024,2042,2042,3.0,22.0,25
38095,2024,2260,2260,3.0,17.0,20
38097,2024,3416,3416,7.0,24.0,31
38098,2024,2411,2411,0.0,6.0,6
38099,2024,2338,2338,0.0,12.0,12
38100,2024,2598,2598,10.0,11.0,21
38101,2024,2715,2715,0.0,7.0,7
38102,2024,2836,2836,0.0,3.0,3
38103,2024,3414,3414,2.0,3.0,5
38104,2024,2496,2496,0.0,14.0,14
38105,2024,2694,2694,6.0,21.0,27
38106,2024,500,500,0.0,1.0,1
38107,2024,3078,3078,0.0,7.0,7
38109,2024,2711,2711,0.0,7.0,7
38110,2024,3402,3402,1.0,20.0,21
38111,2024,3503,3503,27.0,45.0,72
38112,2024,3814,3814,0.0,1.0,1
38113,2024,2595,2595,1.0,7.0,8
38114,2024,3177,3177,0.0,6.0,6
38115,2024,1444,1444,0.0,2.0,2
38117,2024,1560,1560,0.0,6.0,6
38118,2024,2814,2814,0.0,15.0,15
38120,2024,3365,3365,0.0,7.0,7
38124,2024,2002,2002,8.0,16.0,24
38126,2024,4360,4360,8.0,25.0,33
38127,2024,2050,2050,0.0,2.0,2
38128,2024,1511,1511,1.0,6.0,7
38129,2024,3922,3922,22.0,10.0,32
38130,2024,2406,2406,21.0,37.0,58
38131,2024,2742,2742,9.0,14.0,23
38132,2024,2487,2487,0.0,5.0,5
38133,2024,3180,3180,9.0,33.0,42
38134,2024,2395,2395,0.0,5.0,5
38135,2024,2316,2316,0.0,10.0,10
38136,2024,2736,2736,0.0,4.0,4
38137,2024,2674,2674,0.0,2.0,2
38138,2024,2741,2741,24.0,22.0,46
38139,2024,2301,2301,0.0,14.0,14
38140,2024,3491,3491,31.0,44.0,75
38141,2024,1843,1843,0.0,6.0,6
38144,2024,3607,3607,0.0,10.0,10
38146,2024,2648,2648,0.0,12.0,12
38147,2024,2076,2076,0.0,6.0,6
38148,2024,2364,2364,2.0,28.0,30
38149,2024,2808,2808,0.0,10.0,10
38150,2024,3234,3234,37.0,23.0,60
38151,2024,1982,1982,242.0,36.0,278
38152,2024,2402,2402,0.0,8.0,8
38153,2024,3249,3249,0.0,4.0,4
38154,2024,3048,3048,0.0,1.0,1
38155,2024,1978,1978,10.0,12.0,22
38156,2024,1986,1986,1.0,8.0,9
38157,2024,3378,3378,3.0,25.0,28
38158,2024,2906,2906,76.0,21.0,97
38159,2024,1869,1869,0.0,5.0,5
38160,2024,2691,2691,3.0,9.0,12
38161,2024,1973,1973,0.0,6.0,6
38162,2024,2354,2354,0.0,20.0,20
38163,2024,2104,2104,17.0,4.0,21
38166,2024,2974,2974,0.0,2.0,2
38167,2024,2291,2291,0.0,3.0,3
38169,2024,2140,2140,233.0,29.0,262
38170,2024,3148,3148,25.0,12.0,37
38171,2024,3289,3289,0.0,1.0,1
38172,2024,2719,2719,3.0,16.0,19
38173,2024,2605,2605,0.0,4.0,4
38174,2024,2206,2206,0.0,11.0,11
38175,2024,3250,3250,14.0,16.0,30
38176,2024,2861,2861,1.0,20.0,21
38177,2024,3127,3127,2.0,2.0,4
38179,2024,3372,3372,55.0,11.0,66
38180,2024,2405,2405,0.0,12.0,12
38181,2024,2672,2672,6.0,13.0,19
38182,2024,2209,2209,7.0,24.0,31
38183,2024,2256,2256,0.0,3.0,3
38184,2024,3457,3457,2.0,11.0,13
38185,2024,2625,2625,2251.0,69.0,2320
38186,2024,2299,2299,17.0,4.0,21
38187,2024,2546,2546,7.0,9.0,16
38188,2024,4497,4497,1.0,4.0,5
38189,2024,3569,3569,15.0,43.0,58
38190,2024,2304,2304,1.0,9.0,10
38191,2024,7446,7446,161.0,9.0,170
38192,2024,4929,4929,0.0,2.0,2
38193,2024,2585,2585,91.0,89.0,180
38194,2024,1913,1913,2.0,11.0,13
38195,2024,2177,2177,2.0,5.0,7
38197,2024,4189,4189,3.0,4.0,7
38198,2024,2402,2402,0.0,5.0,5
38199,2024,2830,2830,2.0,16.0,18
38200,2024,3252,3252,12.0,22.0,34
38203,2024,1874,1874,0.0,6.0,6
38204,2024,1250,1250,0.0,1.0,1
38205,2024,4016,4016,27.0,23.0,50
38206,2024,2970,2970,0.0,4.0,4
38207,2024,2473,2473,0.0,1.0,1
38208,2024,3088,3088,1.0,1.0,2
38209,2024,1500,1500,0.0,1.0,1
38210,2024,3984,3984,0.0,4.0,4
38211,2024,2359,2359,0.0,9.0,9
38212,2024,1983,1983,3.0,13.0,16
38213,2024,1739,1739,0.0,9.0,9
38214,2024,3710,3710,5.0,14.0,19
38215,2024,4004,4004,2.0,8.0,10
38218,2024,1840,1840,0.0,7.0,7
38219,2024,2227,2227,0.0,5.0,5
38222,2024,2529,2529,0.0,6.0,6
38223,2024,2905,2905,0.0,10.0,10
38224,2024,2066,2066,0.0,1.0,1
38225,2024,3428,3428,44.0,17.0,61
38226,2024,2586,2586,2.0,18.0,20
38228,2024,2267,2267,0.0,7.0,7
38229,2024,3785,3785,147.0,42.0,189
38230,2024,3455,3455,1.0,1.0,2
38231,2024,2782,2782,0.0,4.0,4
38232,2024,2790,2790,0.0,5.0,5
38236,2024,2805,2805,0.0,13.0,13
38237,2024,2725,2725,0.0,2.0,2
38238,2024,2057,2057,2.0,7.0,9
38239,2024,2473,2473,42.0,46.0,88
38240,2024,2256,2256,0.0,11.0,11
38242,2024,1879,1879,2.0,15.0,17
38243,2024,2605,2605,0.0,5.0,5
38244,2024,2487,2487,0.0,8.0,8
38246,2024,2944,2944,0.0,4.0,4
38247,2024,2087,2087,9.0,31.0,40
38248,2024,2700,2700,0.0,1.0,1
38249,2024,4349,4349,35.0,25.0,60
38250,2024,1928,1928,0.0,2.0,2
38252,2024,3372,3372,0.0,2.0,2
38253,2024,5191,5191,215.0,12.0,227
38254,2024,2003,2003,0.0,8.0,8
38255,2024,4583,4583,0.0,1.0,1
38256,2024,2107,2107,5.0,12.0,17
38257,2024,1981,1981,0.0,3.0,3
38258,2024,6098,6098,0.0,1.0,1
38259,2024,3548,3548,0.0,2.0,2
38260,2024,1988,1988,0.0,2.0,2
38261,2024,2235,2235,24.0,32.0,56
38263,2024,2283,2283,0.0,3.0,3
38264,2024,2633,2633,10.0,6.0,16
38265,2024,2079,2079,0.0,16.0,16
38266,2024,1544,1544,0.0,4.0,4
38267,2024,1966,1966,0.0,9.0,9
38268,2024,2039,2039,0.0,3.0,3
38269,2024,1809,1809,31.0,28.0,59
38270,2024,2987,2987,1.0,11.0,12
38271,2024,3870,3870,0.0,7.0,7
38272,2024,3912,3912,0.0,2.0,2
38275,2024,2696,2696,0.0,1.0,1
38276,2024,2708,2708,4.0,24.0,28
38277,2024,2754,2754,0.0,7.0,7
38278,2024,2016,2016,0.0,3.0,3
38279,2024,2731,2731,2.0,8.0,10
38280,2024,3002,3002,0.0,2.0,2
38281,2024,3185,3185,14.0,16.0,30
38282,2024,2344,2344,0.0,6.0,6
38283,2024,2743,2743,0.0,1.0,1
38284,2024,2405,2405,0.0,5.0,5
38285,2024,2546,2546,0.0,1.0,1
38287,2024,2230,2230,1.0,12.0,13
38288,2024,2466,2466,2.0,5.0,7
38289,2024,4605,4605,14.0,3.0,17
38290,2024,2424,2424,0.0,3.0,3
38291,2024,1977,1977,0.0,11.0,11
38292,2024,2750,2750,2.0,23.0,25
38294,2024,3280,3280,0.0,3.0,3
38295,2024,2370,2370,0.0,8.0,8
38296,2024,1679,1679,0.0,7.0,7
38297,2024,2447,2447,1.0,15.0,16
38298,2024,1862,1862,33.0,34.0,67
38299,2024,923,923,0.0,4.0,4
38300,2024,2885,2885,0.0,3.0,3
38303,2024,3575,3575,0.0,8.0,8
38304,2024,2221,2221,2.0,6.0,8
38307,2024,3213,3213,0.0,1.0,1
38308,2024,2324,2324,0.0,2.0,2
38309,2024,3240,3240,8.0,10.0,18
38310,2024,2504,2504,0.0,3.0,3
38311,2024,2727,2727,0.0,3.0,3
38313,2024,3011,3011,0.0,1.0,1
38314,2024,3094,3094,36.0,47.0,83
38315,2024,2242,2242,20.0,33.0,53
38316,2024,2638,2638,34.0,27.0,61
38317,2024,2072,2072,84.0,15.0,99
38318,2024,2587,2587,22.0,20.0,42
38319,2024,1590,1590,1.0,5.0,6
38320,2024,2155,2155,1.0,10.0,11
38321,2024,1489,1489,0.0,1.0,1
38322,2024,2470,2470,0.0,1.0,1
38323,2024,2166,2166,0.0,6.0,6
38324,2024,2286,2286,1.0,7.0,8
38325,2024,3171,3171,0.0,3.0,3
38326,2024,2988,2988,0.0,2.0,2
38328,2024,3757,3757,0.0,7.0,7
38330,2024,1090,1090,0.0,1.0,1
38331,2024,2516,2516,1.0,9.0,10
38332,2024,1850,1850,14.0,14.0,28
38333,2024,3221,3221,1.0,2.0,3
38334,2024,4572,4572,0.0,8.0,8
38335,2024,2234,2234,0.0,2.0,2
38336,2024,2496,2496,1.0,8.0,9
38337,2024,2228,2228,41.0,25.0,66
38338,2024,3160,3160,0.0,3.0,3
38339,2024,3157,3157,0.0,7.0,7
