code_insee,code_ze,lib_ze,taux_chomage
76171,2815,Rouen,8.9
76172,2807,Dieppe - Caux maritime,6.3
76173,2807,Dieppe - Caux maritime,6.3
76174,2815,Rouen,8.9
76175,2807,Dieppe - Caux maritime,6.3
76176,2807,Dieppe - Caux maritime,6.3
76177,2815,Rouen,8.9
76178,2815,Rouen,8.9
76179,2815,Rouen,8.9
76180,2819,Yvetot – Vallée du Commerce,6.9
76181,2819,Yvetot – Vallée du Commerce,6.9
76182,2819,Yvetot – Vallée du Commerce,6.9
76183,2813,Le Havre,9.5
76184,2807,Dieppe - Caux maritime,6.3
76185,2815,Rouen,8.9
76186,2807,Dieppe - Caux maritime,6.3
76187,2813,Le Havre,9.5
76188,2815,Rouen,8.9
76189,2807,Dieppe - Caux maritime,6.3
76190,2807,Dieppe - Caux maritime,6.3
76192,0058,La Vallée de la Bresle-Vimeu,7.2
76193,2815,Rouen,8.9
76194,2813,Le Havre,9.5
76195,2813,Le Havre,9.5
76196,2813,Le Havre,9.5
76197,2807,Dieppe - Caux maritime,6.3
76198,2819,Yvetot – Vallée du Commerce,6.9
76199,0054,Beauvais,8.2
76200,2815,Rouen,8.9
76201,2815,Rouen,8.9
76202,2807,Dieppe - Caux maritime,6.3
76203,2819,Yvetot – Vallée du Commerce,6.9
76204,2807,Dieppe - Caux maritime,6.3
76205,2807,Dieppe - Caux maritime,6.3
76206,2813,Le Havre,9.5
76207,0058,La Vallée de la Bresle-Vimeu,7.2
76208,0054,Beauvais,8.2
76209,0054,Beauvais,8.2
76210,2807,Dieppe - Caux maritime,6.3
76211,0058,La Vallée de la Bresle-Vimeu,7.2
76212,2815,Rouen,8.9
76213,2813,Le Havre,9.5
76214,2807,Dieppe - Caux maritime,6.3
76216,2815,Rouen,8.9
76217,2807,Dieppe - Caux maritime,6.3
76218,0054,Beauvais,8.2
76219,2819,Yvetot – Vallée du Commerce,6.9
76220,2807,Dieppe - Caux maritime,6.3
76221,2807,Dieppe - Caux maritime,6.3
76222,2815,Rouen,8.9
76223,2819,Yvetot – Vallée du Commerce,6.9
76224,2813,Le Havre,9.5
76225,2819,Yvetot – Vallée du Commerce,6.9
76226,2813,Le Havre,9.5
76227,2815,Rouen,8.9
76228,2819,Yvetot – Vallée du Commerce,6.9
76229,0054,Beauvais,8.2
76230,2815,Rouen,8.9
76231,2815,Rouen,8.9
76232,2813,Le Havre,9.5
76233,0058,La Vallée de la Bresle-Vimeu,7.2
76234,2815,Rouen,8.9
76235,2807,Dieppe - Caux maritime,6.3
76236,2819,Yvetot – Vallée du Commerce,6.9
76237,2815,Rouen,8.9
76238,2813,Le Havre,9.5
76239,2813,Le Havre,9.5
76240,2813,Le Havre,9.5
76241,2807,Dieppe - Caux maritime,6.3
76242,0054,Beauvais,8.2
76243,2815,Rouen,8.9
76244,2807,Dieppe - Caux maritime,6.3
76245,2815,Rouen,8.9
76247,2815,Rouen,8.9
76249,2815,Rouen,8.9
76250,2813,Le Havre,9.5
76251,2819,Yvetot – Vallée du Commerce,6.9
76252,0058,La Vallée de la Bresle-Vimeu,7.2
76253,2819,Yvetot – Vallée du Commerce,6.9
76254,2813,Le Havre,9.5
76255,0058,La Vallée de la Bresle-Vimeu,7.2
76257,0058,La Vallée de la Bresle-Vimeu,7.2
76258,2819,Yvetot – Vallée du Commerce,6.9
76259,2813,Le Havre,9.5
76260,0054,Beauvais,8.2
76261,2815,Rouen,8.9
76262,2807,Dieppe - Caux maritime,6.3
76263,2815,Rouen,8.9
76264,2819,Yvetot – Vallée du Commerce,6.9
76265,2807,Dieppe - Caux maritime,6.3
76266,0058,La Vallée de la Bresle-Vimeu,7.2
76268,2813,Le Havre,9.5
76269,2815,Rouen,8.9
76270,2813,Le Havre,9.5
76271,2815,Rouen,8.9
76272,2807,Dieppe - Caux maritime,6.3
76273,2815,Rouen,8.9
76274,2815,Rouen,8.9
76275,2813,Le Havre,9.5
76276,2815,Rouen,8.9
76278,0058,La Vallée de la Bresle-Vimeu,7.2
76279,2819,Yvetot – Vallée du Commerce,6.9
76280,2807,Dieppe - Caux maritime,6.3
76281,2819,Yvetot – Vallée du Commerce,6.9
76282,2815,Rouen,8.9
76283,2807,Dieppe - Caux maritime,6.3
76284,2815,Rouen,8.9
76285,2815,Rouen,8.9
76286,2807,Dieppe - Caux maritime,6.3
76287,2815,Rouen,8.9
76288,2807,Dieppe - Caux maritime,6.3
76289,2815,Rouen,8.9
76290,2815,Rouen,8.9
76291,2813,Le Havre,9.5
76292,2815,Rouen,8.9
76293,2807,Dieppe - Caux maritime,6.3
76294,2807,Dieppe - Caux maritime,6.3
76295,2807,Dieppe - Caux maritime,6.3
76296,2813,Le Havre,9.5
76297,0054,Beauvais,8.2
76298,2813,Le Havre,9.5
76299,2813,Le Havre,9.5
76300,2813,Le Havre,9.5
76302,2813,Le Havre,9.5
76303,2813,Le Havre,9.5
76304,2813,Le Havre,9.5
76305,2813,Le Havre,9.5
76306,2807,Dieppe - Caux maritime,6.3
76307,2813,Le Havre,9.5
76308,2807,Dieppe - Caux maritime,6.3
76309,2819,Yvetot – Vallée du Commerce,6.9
76311,2815,Rouen,8.9
76312,0054,Beauvais,8.2
76313,2815,Rouen,8.9
76314,2813,Le Havre,9.5
76315,2819,Yvetot – Vallée du Commerce,6.9
76316,2815,Rouen,8.9
76317,2813,Le Havre,9.5
76318,2819,Yvetot – Vallée du Commerce,6.9
76319,2815,Rouen,8.9
76320,0058,La Vallée de la Bresle-Vimeu,7.2
76321,2807,Dieppe - Caux maritime,6.3
76322,2815,Rouen,8.9
76323,2807,Dieppe - Caux maritime,6.3
76324,2807,Dieppe - Caux maritime,6.3
76325,2819,Yvetot – Vallée du Commerce,6.9
76327,2807,Dieppe - Caux maritime,6.3
76328,2815,Rouen,8.9
76329,2819,Yvetot – Vallée du Commerce,6.9
76330,2807,Dieppe - Caux maritime,6.3
76331,2815,Rouen,8.9
76332,0054,Beauvais,8.2
76333,0058,La Vallée de la Bresle-Vimeu,7.2
76334,2807,Dieppe - Caux maritime,6.3
76335,2815,Rouen,8.9
76336,2807,Dieppe - Caux maritime,6.3
76338,2815,Rouen,8.9
76339,2819,Yvetot – Vallée du Commerce,6.9
76340,2819,Yvetot – Vallée du Commerce,6.9
76341,2813,Le Havre,9.5
76342,2819,Yvetot – Vallée du Commerce,6.9
76343,0054,Beauvais,8.2
76344,0058,La Vallée de la Bresle-Vimeu,7.2
76345,0054,Beauvais,8.2
76346,2819,Yvetot – Vallée du Commerce,6.9
76347,2819,Yvetot – Vallée du Commerce,6.9
76348,2819,Yvetot – Vallée du Commerce,6.9
76349,2807,Dieppe - Caux maritime,6.3
76350,2815,Rouen,8.9
76351,2813,Le Havre,9.5
76352,2815,Rouen,8.9
76353,2807,Dieppe - Caux maritime,6.3
76354,2815,Rouen,8.9
76355,2819,Yvetot – Vallée du Commerce,6.9
76356,2807,Dieppe - Caux maritime,6.3
76357,2813,Le Havre,9.5
76359,2815,Rouen,8.9
76360,2807,Dieppe - Caux maritime,6.3
76361,2813,Le Havre,9.5
76362,2819,Yvetot – Vallée du Commerce,6.9
76363,0058,La Vallée de la Bresle-Vimeu,7.2
76364,0054,Beauvais,8.2
76365,2807,Dieppe - Caux maritime,6.3
76366,2815,Rouen,8.9
76367,2815,Rouen,8.9
76368,2813,Le Havre,9.5
76369,2815,Rouen,8.9
76370,2815,Rouen,8.9
76371,2807,Dieppe - Caux maritime,6.3
76372,2807,Dieppe - Caux maritime,6.3
76373,2807,Dieppe - Caux maritime,6.3
76374,0058,La Vallée de la Bresle-Vimeu,7.2
76375,2807,Dieppe - Caux maritime,6.3
76377,2815,Rouen,8.9
76378,2815,Rouen,8.9
76379,2807,Dieppe - Caux maritime,6.3
76380,2807,Dieppe - Caux maritime,6.3
76381,0058,La Vallée de la Bresle-Vimeu,7.2
76382,2819,Yvetot – Vallée du Commerce,6.9
76383,2807,Dieppe - Caux maritime,6.3
76384,2819,Yvetot – Vallée du Commerce,6.9
76385,2815,Rouen,8.9
76386,2813,Le Havre,9.5
76387,2815,Rouen,8.9
76388,2819,Yvetot – Vallée du Commerce,6.9
76389,2807,Dieppe - Caux maritime,6.3
76390,2813,Le Havre,9.5
76391,2815,Rouen,8.9
76392,2807,Dieppe - Caux maritime,6.3
76393,2807,Dieppe - Caux maritime,6.3
76394,0058,La Vallée de la Bresle-Vimeu,7.2
76395,2807,Dieppe - Caux maritime,6.3
76396,2815,Rouen,8.9
76397,2807,Dieppe - Caux maritime,6.3
76398,2819,Yvetot – Vallée du Commerce,6.9
76399,2807,Dieppe - Caux maritime,6.3
76400,2807,Dieppe - Caux maritime,6.3
76401,2819,Yvetot – Vallée du Commerce,6.9
76402,2815,Rouen,8.9
76403,2807,Dieppe - Caux maritime,6.3
76404,2813,Le Havre,9.5
76405,2807,Dieppe - Caux maritime,6.3
76406,2813,Le Havre,9.5
76407,2807,Dieppe - Caux maritime,6.3
76408,2813,Le Havre,9.5
76409,2813,Le Havre,9.5
76410,2815,Rouen,8.9
76411,0058,La Vallée de la Bresle-Vimeu,7.2
76412,2815,Rouen,8.9
76413,2807,Dieppe - Caux maritime,6.3
76414,2807,Dieppe - Caux maritime,6.3
76415,2815,Rouen,8.9
76416,2815,Rouen,8.9
76417,2815,Rouen,8.9
76418,2819,Yvetot – Vallée du Commerce,6.9
76419,2815,Rouen,8.9
76420,2815,Rouen,8.9
76421,2819,Yvetot – Vallée du Commerce,6.9
76422,0058,La Vallée de la Bresle-Vimeu,7.2
76423,0054,Beauvais,8.2
76424,2807,Dieppe - Caux maritime,6.3
76425,2813,Le Havre,9.5
76426,0054,Beauvais,8.2
76427,2807,Dieppe - Caux maritime,6.3
76428,2807,Dieppe - Caux maritime,6.3
76429,2815,Rouen,8.9
76430,2807,Dieppe - Caux maritime,6.3
76431,2815,Rouen,8.9
76432,2815,Rouen,8.9
76433,2815,Rouen,8.9
76434,2815,Rouen,8.9
76435,0058,La Vallée de la Bresle-Vimeu,7.2
76436,2815,Rouen,8.9
76437,2807,Dieppe - Caux maritime,6.3
76438,0058,La Vallée de la Bresle-Vimeu,7.2
76439,2819,Yvetot – Vallée du Commerce,6.9
76440,0054,Beauvais,8.2
76441,0058,La Vallée de la Bresle-Vimeu,7.2
76442,0058,La Vallée de la Bresle-Vimeu,7.2
76443,2815,Rouen,8.9
76445,2815,Rouen,8.9
76446,2815,Rouen,8.9
76447,2813,Le Havre,9.5
76448,2815,Rouen,8.9
76449,2815,Rouen,8.9
76450,0054,Beauvais,8.2
76451,2815,Rouen,8.9
76452,2815,Rouen,8.9
76453,2815,Rouen,8.9
76454,2807,Dieppe - Caux maritime,6.3
76455,2815,Rouen,8.9
76456,2819,Yvetot – Vallée du Commerce,6.9
76457,2815,Rouen,8.9
76458,2807,Dieppe - Caux maritime,6.3
76459,2807,Dieppe - Caux maritime,6.3
76460,0058,La Vallée de la Bresle-Vimeu,7.2
76461,2815,Rouen,8.9
76462,2807,Dieppe - Caux maritime,6.3
76463,0054,Beauvais,8.2
76464,2815,Rouen,8.9
76465,2815,Rouen,8.9
76467,2807,Dieppe - Caux maritime,6.3
76468,2819,Yvetot – Vallée du Commerce,6.9
76469,2815,Rouen,8.9
76470,2819,Yvetot – Vallée du Commerce,6.9
76471,2819,Yvetot – Vallée du Commerce,6.9
76472,2807,Dieppe - Caux maritime,6.3
76473,2819,Yvetot – Vallée du Commerce,6.9
76474,2815,Rouen,8.9
76475,2815,Rouen,8.9
76476,2819,Yvetot – Vallée du Commerce,6.9
76477,2813,Le Havre,9.5
76478,2807,Dieppe - Caux maritime,6.3
76479,0058,La Vallée de la Bresle-Vimeu,7.2
76480,2807,Dieppe - Caux maritime,6.3
76481,2813,Le Havre,9.5
76482,2807,Dieppe - Caux maritime,6.3
76483,2819,Yvetot – Vallée du Commerce,6.9
76484,2815,Rouen,8.9
76485,2807,Dieppe - Caux maritime,6.3
76486,2815,Rouen,8.9
76487,2807,Dieppe - Caux maritime,6.3
76488,2807,Dieppe - Caux maritime,6.3
76489,2813,Le Havre,9.5
76490,2819,Yvetot – Vallée du Commerce,6.9
76491,2815,Rouen,8.9
76492,2807,Dieppe - Caux maritime,6.3
76493,2807,Dieppe - Caux maritime,6.3
76494,2819,Yvetot – Vallée du Commerce,6.9
76495,2815,Rouen,8.9
76497,2815,Rouen,8.9
76498,2815,Rouen,8.9
76499,2819,Yvetot – Vallée du Commerce,6.9
76500,0058,La Vallée de la Bresle-Vimeu,7.2
76501,2813,Le Havre,9.5
76502,2815,Rouen,8.9
76503,2815,Rouen,8.9
76504,2807,Dieppe - Caux maritime,6.3
76505,2815,Rouen,8.9
76506,2807,Dieppe - Caux maritime,6.3
76507,0058,La Vallée de la Bresle-Vimeu,7.2
76508,2813,Le Havre,9.5
76509,2815,Rouen,8.9
76510,2819,Yvetot – Vallée du Commerce,6.9
76511,2807,Dieppe - Caux maritime,6.3
76512,0058,La Vallée de la Bresle-Vimeu,7.2
76513,2815,Rouen,8.9
76514,2815,Rouen,8.9
76515,2807,Dieppe - Caux maritime,6.3
76516,2815,Rouen,8.9
76517,2815,Rouen,8.9
76518,2819,Yvetot – Vallée du Commerce,6.9
76519,2807,Dieppe - Caux maritime,6.3
76520,0058,La Vallée de la Bresle-Vimeu,7.2
76521,2815,Rouen,8.9
76522,2813,Le Havre,9.5
76523,0058,La Vallée de la Bresle-Vimeu,7.2
76524,2807,Dieppe - Caux maritime,6.3
76526,2807,Dieppe - Caux maritime,6.3
76527,0058,La Vallée de la Bresle-Vimeu,7.2
76528,0058,La Vallée de la Bresle-Vimeu,7.2
76529,2813,Le Havre,9.5
76530,2819,Yvetot – Vallée du Commerce,6.9
76531,2819,Yvetot – Vallée du Commerce,6.9
76532,2815,Rouen,8.9
76533,2813,Le Havre,9.5
76534,2813,Le Havre,9.5
76535,2815,Rouen,8.9
76536,2815,Rouen,8.9
76537,2807,Dieppe - Caux maritime,6.3
76538,2815,Rouen,8.9
76540,2815,Rouen,8.9
76541,2815,Rouen,8.9
76542,2819,Yvetot – Vallée du Commerce,6.9
76543,2819,Yvetot – Vallée du Commerce,6.9
76544,2815,Rouen,8.9
76545,2807,Dieppe - Caux maritime,6.3
76546,2807,Dieppe - Caux maritime,6.3
76547,2815,Rouen,8.9
76548,2815,Rouen,8.9
76549,2807,Dieppe - Caux maritime,6.3
76550,2815,Rouen,8.9
76551,2813,Le Havre,9.5
76552,2813,Le Havre,9.5
76553,2807,Dieppe - Caux maritime,6.3
76554,2815,Rouen,8.9
76555,2815,Rouen,8.9
76556,2819,Yvetot – Vallée du Commerce,6.9
76557,2819,Yvetot – Vallée du Commerce,6.9
76558,2815,Rouen,8.9
76559,2819,Yvetot – Vallée du Commerce,6.9
76560,2815,Rouen,8.9
76561,2815,Rouen,8.9
76562,2807,Dieppe - Caux maritime,6.3
76563,2813,Le Havre,9.5
76564,2807,Dieppe - Caux maritime,6.3
76565,2807,Dieppe - Caux maritime,6.3
76566,2815,Rouen,8.9
76567,2807,Dieppe - Caux maritime,6.3
76568,2819,Yvetot – Vallée du Commerce,6.9
76569,2807,Dieppe - Caux maritime,6.3
76570,2807,Dieppe - Caux maritime,6.3
76571,2815,Rouen,8.9
76572,2807,Dieppe - Caux maritime,6.3
76573,2815,Rouen,8.9
76574,2807,Dieppe - Caux maritime,6.3
76575,2815,Rouen,8.9
76576,2819,Yvetot – Vallée du Commerce,6.9
76577,2807,Dieppe - Caux maritime,6.3
76578,2815,Rouen,8.9
76580,2815,Rouen,8.9
76581,2815,Rouen,8.9
76582,2807,Dieppe - Caux maritime,6.3
76583,2815,Rouen,8.9
76584,2807,Dieppe - Caux maritime,6.3
76585,2819,Yvetot – Vallée du Commerce,6.9
76586,2813,Le Havre,9.5
76587,2813,Le Havre,9.5
76588,2807,Dieppe - Caux maritime,6.3
76589,2807,Dieppe - Caux maritime,6.3
76590,2807,Dieppe - Caux maritime,6.3
76591,2815,Rouen,8.9
76592,2819,Yvetot – Vallée du Commerce,6.9
76593,2819,Yvetot – Vallée du Commerce,6.9
76594,2815,Rouen,8.9
76595,2813,Le Havre,9.5
76596,2813,Le Havre,9.5
76597,2807,Dieppe - Caux maritime,6.3
76598,0058,La Vallée de la Bresle-Vimeu,7.2
76599,2815,Rouen,8.9
76600,2813,Le Havre,9.5
76601,2815,Rouen,8.9
76602,2807,Dieppe - Caux maritime,6.3
76603,2813,Le Havre,9.5
76604,2807,Dieppe - Caux maritime,6.3
76605,2807,Dieppe - Caux maritime,6.3
76606,0058,La Vallée de la Bresle-Vimeu,7.2
76608,2815,Rouen,8.9
76609,2813,Le Havre,9.5
76610,2819,Yvetot – Vallée du Commerce,6.9
76611,2815,Rouen,8.9
76612,0058,La Vallée de la Bresle-Vimeu,7.2
76613,2813,Le Havre,9.5
76614,2815,Rouen,8.9
76615,2813,Le Havre,9.5
76616,2813,Le Havre,9.5
76617,2815,Rouen,8.9
76618,2807,Dieppe - Caux maritime,6.3
76619,0058,La Vallée de la Bresle-Vimeu,7.2
76620,2815,Rouen,8.9
76621,2815,Rouen,8.9
76622,2819,Yvetot – Vallée du Commerce,6.9
76623,0054,Beauvais,8.2
76624,2807,Dieppe - Caux maritime,6.3
76626,2819,Yvetot – Vallée du Commerce,6.9
76627,2819,Yvetot – Vallée du Commerce,6.9
76628,2815,Rouen,8.9
76629,2807,Dieppe - Caux maritime,6.3
76630,2807,Dieppe - Caux maritime,6.3
76631,2815,Rouen,8.9
76632,2807,Dieppe - Caux maritime,6.3
76634,2815,Rouen,8.9
76635,2807,Dieppe - Caux maritime,6.3
76636,2815,Rouen,8.9
76637,2813,Le Havre,9.5
76638,0058,La Vallée de la Bresle-Vimeu,7.2
76640,2815,Rouen,8.9
76641,2807,Dieppe - Caux maritime,6.3
76642,2807,Dieppe - Caux maritime,6.3
76644,0058,La Vallée de la Bresle-Vimeu,7.2
76645,0058,La Vallée de la Bresle-Vimeu,7.2
76646,2807,Dieppe - Caux maritime,6.3
76647,2813,Le Havre,9.5
76648,2815,Rouen,8.9
76649,2815,Rouen,8.9
76650,2813,Le Havre,9.5
76651,2807,Dieppe - Caux maritime,6.3
76652,2807,Dieppe - Caux maritime,6.3
76653,2819,Yvetot – Vallée du Commerce,6.9
76654,2815,Rouen,8.9
76655,2807,Dieppe - Caux maritime,6.3
76656,2807,Dieppe - Caux maritime,6.3
76657,2813,Le Havre,9.5
76658,2813,Le Havre,9.5
76660,2813,Le Havre,9.5
76662,2807,Dieppe - Caux maritime,6.3
76663,2813,Le Havre,9.5
76664,2807,Dieppe - Caux maritime,6.3
76665,2807,Dieppe - Caux maritime,6.3
76666,2815,Rouen,8.9
76667,2807,Dieppe - Caux maritime,6.3
76668,2815,Rouen,8.9
76669,2813,Le Havre,9.5
76670,2813,Le Havre,9.5
76671,0058,La Vallée de la Bresle-Vimeu,7.2
76672,2815,Rouen,8.9
76673,2815,Rouen,8.9
76675,2815,Rouen,8.9
76676,2815,Rouen,8.9
76677,2807,Dieppe - Caux maritime,6.3
76678,2815,Rouen,8.9
76679,2819,Yvetot – Vallée du Commerce,6.9
76680,2813,Le Havre,9.5
76681,2815,Rouen,8.9
76682,2815,Rouen,8.9
76683,2807,Dieppe - Caux maritime,6.3
76684,2819,Yvetot – Vallée du Commerce,6.9
76685,2813,Le Havre,9.5
76686,2813,Le Havre,9.5
76688,2813,Le Havre,9.5
76689,2813,Le Havre,9.5
76690,2807,Dieppe - Caux maritime,6.3
76691,2807,Dieppe - Caux maritime,6.3
76692,2819,Yvetot – Vallée du Commerce,6.9
76693,2813,Le Havre,9.5
76694,2807,Dieppe - Caux maritime,6.3
76695,2813,Le Havre,9.5
76697,2807,Dieppe - Caux maritime,6.3
76698,2807,Dieppe - Caux maritime,6.3
76699,2815,Rouen,8.9
76700,2807,Dieppe - Caux maritime,6.3
76702,2819,Yvetot – Vallée du Commerce,6.9
76703,0058,La Vallée de la Bresle-Vimeu,7.2
76705,2815,Rouen,8.9
76706,2813,Le Havre,9.5
76707,2807,Dieppe - Caux maritime,6.3
76708,2813,Le Havre,9.5
76709,2815,Rouen,8.9
76710,2819,Yvetot – Vallée du Commerce,6.9
76711,0058,La Vallée de la Bresle-Vimeu,7.2
76712,2819,Yvetot – Vallée du Commerce,6.9
76714,2813,Le Havre,9.5
76715,2819,Yvetot – Vallée du Commerce,6.9
76716,2813,Le Havre,9.5
76717,2815,Rouen,8.9
76718,2819,Yvetot – Vallée du Commerce,6.9
76719,2813,Le Havre,9.5
76720,2807,Dieppe - Caux maritime,6.3
76721,2807,Dieppe - Caux maritime,6.3
76723,2807,Dieppe - Caux maritime,6.3
76724,2807,Dieppe - Caux maritime,6.3
76725,2813,Le Havre,9.5
76726,2813,Le Havre,9.5
76727,2819,Yvetot – Vallée du Commerce,6.9
76728,2815,Rouen,8.9
76730,2819,Yvetot – Vallée du Commerce,6.9
76731,2807,Dieppe - Caux maritime,6.3
76732,2813,Le Havre,9.5
76733,2815,Rouen,8.9
76734,2813,Le Havre,9.5
76735,2807,Dieppe - Caux maritime,6.3
76736,2813,Le Havre,9.5
76737,2815,Rouen,8.9
76738,2815,Rouen,8.9
76739,0058,La Vallée de la Bresle-Vimeu,7.2
76740,2815,Rouen,8.9
76741,2813,Le Havre,9.5
76743,2815,Rouen,8.9
76744,0058,La Vallée de la Bresle-Vimeu,7.2
76745,0058,La Vallée de la Bresle-Vimeu,7.2
76746,2813,Le Havre,9.5
76747,2813,Le Havre,9.5
76748,2807,Dieppe - Caux maritime,6.3
76749,2807,Dieppe - Caux maritime,6.3
76750,2815,Rouen,8.9
76751,2819,Yvetot – Vallée du Commerce,6.9
76752,2815,Rouen,8.9
76753,2815,Rouen,8.9
76754,2813,Le Havre,9.5
76755,2813,Le Havre,9.5
76756,2815,Rouen,8.9
76757,2819,Yvetot – Vallée du Commerce,6.9
76758,2819,Yvetot – Vallée du Commerce,6.9
76759,2815,Rouen,8.9
77001,1105,Fontainebleau-Nemours,7.2
77002,1102,Coulommiers,6.3
77003,1105,Fontainebleau-Nemours,7.2
77004,1108,Melun,8.4
77005,1107,Meaux,7.7
77006,1105,Fontainebleau-Nemours,7.2
77007,1108,Melun,8.4
77008,1107,Meaux,7.7
77009,1105,Fontainebleau-Nemours,7.2
77010,1108,Melun,8.4
77011,1105,Fontainebleau-Nemours,7.2
77012,1110,Provins,8.0
77013,1102,Coulommiers,6.3
77014,1105,Fontainebleau-Nemours,7.2
77015,1110,Provins,8.0
77016,1105,Fontainebleau-Nemours,7.2
77018,1106,Marne-la-Vallée,7.1
77019,1110,Provins,8.0
77020,1110,Provins,8.0
77021,1105,Fontainebleau-Nemours,7.2
77022,1105,Fontainebleau-Nemours,7.2
77023,1107,Meaux,7.7
77024,1107,Meaux,7.7
77025,1110,Provins,8.0
77026,1110,Provins,8.0
77027,1105,Fontainebleau-Nemours,7.2
77029,1108,Melun,8.4
77030,1102,Coulommiers,6.3
77031,1106,Marne-la-Vallée,7.1
77032,1110,Provins,8.0
77033,1110,Provins,8.0
77034,1108,Melun,8.4
77035,1105,Fontainebleau-Nemours,7.2
77036,1110,Provins,8.0
77037,1105,Fontainebleau-Nemours,7.2
77038,1108,Melun,8.4
77039,1108,Melun,8.4
77040,1108,Melun,8.4
77041,1105,Fontainebleau-Nemours,7.2
77042,1102,Coulommiers,6.3
77043,1102,Coulommiers,6.3
77044,1108,Melun,8.4
77045,1105,Fontainebleau-Nemours,7.2
77046,1105,Fontainebleau-Nemours,7.2
77047,1107,Meaux,7.7
77048,1105,Fontainebleau-Nemours,7.2
77049,1107,Meaux,7.7
77050,1105,Fontainebleau-Nemours,7.2
77051,1110,Provins,8.0
77052,1108,Melun,8.4
77053,1106,Marne-la-Vallée,7.1
77054,1105,Fontainebleau-Nemours,7.2
77055,1106,Marne-la-Vallée,7.1
77056,1105,Fontainebleau-Nemours,7.2
77057,1107,Meaux,7.7
77058,1106,Marne-la-Vallée,7.1
77059,1106,Marne-la-Vallée,7.1
77060,1105,Fontainebleau-Nemours,7.2
77061,1105,Fontainebleau-Nemours,7.2
77062,1106,Marne-la-Vallée,7.1
77063,1102,Coulommiers,6.3
77065,1105,Fontainebleau-Nemours,7.2
77066,1110,Provins,8.0
77067,1104,Evry,8.1
77068,1110,Provins,8.0
77069,1105,Fontainebleau-Nemours,7.2
77070,1102,Coulommiers,6.3
77071,1105,Fontainebleau-Nemours,7.2
77072,1110,Provins,8.0
77073,1110,Provins,8.0
77075,1106,Marne-la-Vallée,7.1
77076,1110,Provins,8.0
77077,1107,Meaux,7.7
77078,1107,Meaux,7.7
77079,1105,Fontainebleau-Nemours,7.2
77080,1110,Provins,8.0
77081,1108,Melun,8.4
77082,1108,Melun,8.4
77083,1106,Marne-la-Vallée,7.1
77084,1107,Meaux,7.7
77085,1106,Marne-la-Vallée,7.1
77086,1108,Melun,8.4
77087,1106,Marne-la-Vallée,7.1
77088,1105,Fontainebleau-Nemours,7.2
77089,1108,Melun,8.4
77090,1110,Provins,8.0
77091,1106,Marne-la-Vallée,7.1
77093,1102,Coulommiers,6.3
77094,1107,Meaux,7.7
77095,1107,Meaux,7.7
77096,1105,Fontainebleau-Nemours,7.2
77097,1102,Coulommiers,6.3
77098,1108,Melun,8.4
77099,1105,Fontainebleau-Nemours,7.2
77100,1108,Melun,8.4
77101,1110,Provins,8.0
77102,1105,Fontainebleau-Nemours,7.2
77103,1108,Melun,8.4
77104,1106,Marne-la-Vallée,7.1
77106,1102,Coulommiers,6.3
77107,1108,Melun,8.4
77108,1106,Marne-la-Vallée,7.1
77109,1110,Provins,8.0
77110,1105,Fontainebleau-Nemours,7.2
77111,1106,Marne-la-Vallée,7.1
77112,1105,Fontainebleau-Nemours,7.2
77113,1102,Coulommiers,6.3
77114,1106,Marne-la-Vallée,7.1
77115,1105,Fontainebleau-Nemours,7.2
77116,1102,Coulommiers,6.3
77117,1107,Meaux,7.7
77118,1112,Roissy ,9.9
77119,1108,Melun,8.4
77120,1107,Meaux,7.7
77121,1106,Marne-la-Vallée,7.1
77122,1104,Evry,8.1
77123,1112,Roissy ,9.9
77124,1106,Marne-la-Vallée,7.1
77125,1107,Meaux,7.7
77126,1107,Meaux,7.7
77127,1108,Melun,8.4
77128,1107,Meaux,7.7
77129,1107,Meaux,7.7
77130,1107,Meaux,7.7
77131,1102,Coulommiers,6.3
77132,1106,Marne-la-Vallée,7.1
77133,1105,Fontainebleau-Nemours,7.2
77134,1110,Provins,8.0
77135,1106,Marne-la-Vallée,7.1
77136,1108,Melun,8.4
77137,1110,Provins,8.0
77138,1106,Marne-la-Vallée,7.1
77139,1106,Marne-la-Vallée,7.1
77140,1110,Provins,8.0
77141,1107,Meaux,7.7
77142,1107,Meaux,7.7
77143,1107,Meaux,7.7
77144,1106,Marne-la-Vallée,7.1
77145,1108,Melun,8.4
77146,1106,Marne-la-Vallée,7.1
77147,1108,Melun,8.4
77148,1107,Meaux,7.7
77150,1107,Meaux,7.7
77151,1102,Coulommiers,6.3
77152,1108,Melun,8.4
77153,1112,Roissy ,9.9
77154,1102,Coulommiers,6.3
77155,1106,Marne-la-Vallée,7.1
77156,1105,Fontainebleau-Nemours,7.2
77157,1107,Meaux,7.7
77158,1105,Fontainebleau-Nemours,7.2
77159,1110,Provins,8.0
77161,1105,Fontainebleau-Nemours,7.2
77162,1102,Coulommiers,6.3
77163,1107,Meaux,7.7
77164,1108,Melun,8.4
77165,1108,Melun,8.4
77167,1110,Provins,8.0
77168,1105,Fontainebleau-Nemours,7.2
77169,1106,Marne-la-Vallée,7.1
77171,1107,Meaux,7.7
77172,1105,Fontainebleau-Nemours,7.2
77173,1107,Meaux,7.7
77174,1110,Provins,8.0
77175,1108,Melun,8.4
77176,1102,Coulommiers,6.3
