Code géographique;Libellé géographique;Département;Collectivité territoriale ayant les compétences départementales;Région;Intercommunalité - Métropole;Établissement public territorial;Arrondissement;Canton-ou-ville;Zone d'emploi 2020;Unité urbaine 2020;Aire d'attraction des villes 2020;Bassin de vie 2022
CODGEO;LIBGEO;DEP;CTCD;REG;EPCI;EPT;ARR;CANOV;ZE2020;UU2020;AAV2020;BV2022
70069;Betoncourt-Saint-Pancras;70;70D;27;200041721;ZZZZZZZZZ;701;7011;2718;70000;000;70467
70070;Betoncourt-sur-Mance;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;000;70292
70071;Beulotte-Saint-Laurent;70;70D;27;247000854;ZZZZZZZZZ;701;7010;2718;70000;000;88468
70072;Beveuge;70;70D;27;247000714;ZZZZZZZZZ;701;7017;2718;70000;000;70561
70074;Blondefontaine;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;000;70292
70075;Bonboillon;70;70D;27;200041887;ZZZZZZZZZ;702;7009;2706;70000;045;70334
70076;Bonnevent-Velloreille;70;70D;27;247000706;ZZZZZZZZZ;702;7009;2706;70000;045;25056
70077;Borey;70;70D;27;200041861;ZZZZZZZZZ;702;7017;2718;70000;138;70550
70078;Bougey;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;138;70292
70079;Bougnon;70;70D;27;200041879;ZZZZZZZZZ;702;7011;2718;70000;138;70550
70080;Bouhans-et-Feurg;70;70D;27;200036549;ZZZZZZZZZ;702;7001;2706;70000;276;70279
70081;Bouhans-lès-Lure;70;70D;27;200041861;ZZZZZZZZZ;701;7006;2718;70000;291;70310
70082;Bouhans-lès-Montbozon;70;70D;27;200041853;ZZZZZZZZZ;702;7012;2718;70000;000;70447
70083;Bouligney;70;70D;27;200041721;ZZZZZZZZZ;701;7011;2718;70000;626;70467
70084;Boulot;70;70D;27;247000706;ZZZZZZZZZ;702;7012;2706;00153;045;25056
70085;Boult;70;70D;27;247000706;ZZZZZZZZZ;702;7012;2706;70000;045;25056
70086;Bourbévelle;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;000;70292
70087;Bourguignon-lès-Conflans;70;70D;27;200041879;ZZZZZZZZZ;702;7011;2718;70000;138;70311
70088;Bourguignon-lès-la-Charité;70;70D;27;247000698;ZZZZZZZZZ;702;7014;2718;70000;138;70550
70089;Bourguignon-lès-Morey;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;138;52197
70090;Boursières;70;70D;27;247000367;ZZZZZZZZZ;702;7014;2718;70000;138;70550
70091;Bousseraucourt;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;000;70292
70092;Bresilley;70;70D;27;200041887;ZZZZZZZZZ;702;7009;2706;70000;045;70334
70093;Breuches;70;70D;27;247000755;ZZZZZZZZZ;701;7008;2718;70303;259;70311
70094;Breuchotte;70;70D;27;247000755;ZZZZZZZZZ;701;7010;2718;70000;259;70311
70095;Breurey-lès-Faverney;70;70D;27;200041879;ZZZZZZZZZ;702;7011;2718;70000;138;70421
70096;Brevilliers;70;70D;27;247000722;ZZZZZZZZZ;701;7003;2705;70301;086;70285
70097;Briaucourt;70;70D;27;200041721;ZZZZZZZZZ;701;7013;2718;70000;259;70311
70098;Brotte-lès-Luxeuil;70;70D;27;247000755;ZZZZZZZZZ;701;7008;2718;70000;138;70311
70099;Brotte-lès-Ray;70;70D;27;247000623;ZZZZZZZZZ;702;7001;2706;70000;276;70198
70100;Broye-les-Loups-et-Verfontaine;70;70D;27;200036549;ZZZZZZZZZ;702;7001;2706;70000;276;70279
70101;Broye-Aubigney-Montseugny;70;70D;27;200036549;ZZZZZZZZZ;702;7009;2706;70000;276;70279
70102;Brussey;70;70D;27;200041887;ZZZZZZZZZ;702;7009;2706;70000;045;70334
70103;La Bruyère;70;70D;27;247000854;ZZZZZZZZZ;701;7010;2718;70000;259;70311
70104;Bucey-lès-Gy;70;70D;27;247000698;ZZZZZZZZZ;702;7009;2706;70000;045;70334
70105;Bucey-lès-Traves;70;70D;27;247000367;ZZZZZZZZZ;702;7014;2718;70000;138;70421
70106;Buffignécourt;70;70D;27;200041879;ZZZZZZZZZ;702;7011;2718;70000;138;70421
70107;Bussières;70;70D;27;247000706;ZZZZZZZZZ;702;7012;2706;70000;045;25056
70109;Buthiers;70;70D;27;247000706;ZZZZZZZZZ;702;7012;2706;70000;045;25056
70111;Calmoutier;70;70D;27;200041861;ZZZZZZZZZ;702;7017;2718;70000;138;70550
70112;Cemboing;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;000;70292
70113;Cenans;70;70D;27;200041853;ZZZZZZZZZ;702;7012;2706;70000;045;70447
70114;Cendrecourt;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;000;70292
70115;Cerre-lès-Noroy;70;70D;27;200041861;ZZZZZZZZZ;702;7017;2718;70000;138;70550
70116;Chagey;70;70D;27;247000722;ZZZZZZZZZ;701;7003;2705;70000;086;70285
70117;Châlonvillars;70;70D;27;247000722;ZZZZZZZZZ;701;7003;2705;00558;086;90010
70118;Chambornay-lès-Bellevaux;70;70D;27;247000706;ZZZZZZZZZ;702;7012;2706;70000;045;70447
70119;Chambornay-lès-Pin;70;70D;27;200041887;ZZZZZZZZZ;702;7009;2706;70000;045;25056
70120;Champagney;70;70D;27;247000821;ZZZZZZZZZ;701;7003;2705;70201;086;70310
70121;Champey;70;70D;27;247000722;ZZZZZZZZZ;701;7004;2705;70000;061;70285
70122;Champlitte;70;70D;27;247000623;ZZZZZZZZZ;702;7001;2706;70000;276;21317
70124;Champtonnay;70;70D;27;200036549;ZZZZZZZZZ;702;7002;2706;70000;276;70279
70125;Champvans;70;70D;27;200036549;ZZZZZZZZZ;702;7002;2706;70000;276;70279
70126;Chancey;70;70D;27;200041887;ZZZZZZZZZ;702;7009;2706;70000;045;70279
70127;Chantes;70;70D;27;247000367;ZZZZZZZZZ;702;7014;2718;70000;138;70421
70128;La Chapelle-lès-Luxeuil;70;70D;27;247000755;ZZZZZZZZZ;701;7008;2718;70303;259;70311
70129;La Chapelle-Saint-Quillain;70;70D;27;247000698;ZZZZZZZZZ;702;7014;2706;70000;045;70334
70130;Charcenne;70;70D;27;247000698;ZZZZZZZZZ;702;7009;2706;70000;045;70334
70132;Chargey-lès-Gray;70;70D;27;200036549;ZZZZZZZZZ;702;7001;2706;70000;276;70279
70133;Chargey-lès-Port;70;70D;27;200041879;ZZZZZZZZZ;702;7005;2718;70000;138;70421
70134;Chariez;70;70D;27;247000011;ZZZZZZZZZ;702;7015;2718;70000;138;70550
70135;Charmes-Saint-Valbert;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;000;52197
70136;Charmoille;70;70D;27;247000011;ZZZZZZZZZ;702;7015;2718;70000;138;70550
70137;Chassey-lès-Montbozon;70;70D;27;200041853;ZZZZZZZZZ;702;7012;2718;70000;138;70550
70138;Chassey-lès-Scey;70;70D;27;247000367;ZZZZZZZZZ;702;7014;2718;70000;138;70421
70140;Châteney;70;70D;27;200041861;ZZZZZZZZZ;701;7006;2718;70000;138;70550
70141;Châtenois;70;70D;27;200041861;ZZZZZZZZZ;701;7006;2718;70000;138;70550
70142;Chaumercenne;70;70D;27;200041887;ZZZZZZZZZ;702;7009;2706;70000;045;70279
70143;Chauvirey-le-Châtel;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;138;70292
70144;Chauvirey-le-Vieil;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;138;70292
70145;Chaux-la-Lotière;70;70D;27;247000706;ZZZZZZZZZ;702;7012;2706;70000;045;25056
70146;Chaux-lès-Port;70;70D;27;200041879;ZZZZZZZZZ;702;7011;2718;70000;138;70421
70147;Chavanne;70;70D;27;247000722;ZZZZZZZZZ;701;7004;2714;70000;061;70285
70148;Chemilly;70;70D;27;247000367;ZZZZZZZZZ;702;7014;2718;70000;138;70421
70149;Chenebier;70;70D;27;247000722;ZZZZZZZZZ;701;7004;2705;70000;086;70285
70150;Chenevrey-et-Morogne;70;70D;27;200041887;ZZZZZZZZZ;702;7009;2706;70000;045;70334
70151;Chevigney;70;70D;27;200036549;ZZZZZZZZZ;702;7009;2706;70000;045;70279
70152;Colombine;70;70D;27;247000698;ZZZZZZZZZ;702;7009;2706;70000;045;70334
70153;Cintrey;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;000;70292
70154;Cirey;70;70D;27;247000706;ZZZZZZZZZ;702;7012;2706;70000;045;70447
70155;Citers;70;70D;27;200041861;ZZZZZZZZZ;701;7008;2718;70000;259;70311
70156;Citey;70;70D;27;247000698;ZZZZZZZZZ;702;7009;2706;70000;276;70334
70157;Clairegoutte;70;70D;27;247000821;ZZZZZZZZZ;701;7003;2705;70000;061;70310
70158;Clans;70;70D;27;247000367;ZZZZZZZZZ;702;7014;2718;70000;138;70550
70159;Cognières;70;70D;27;200041853;ZZZZZZZZZ;702;7012;2718;70000;000;25047
70160;Coisevaux;70;70D;27;247000722;ZZZZZZZZZ;701;7004;2705;70000;061;70285
70162;Colombe-lès-Vesoul;70;70D;27;200041861;ZZZZZZZZZ;702;7017;2718;70000;138;70550
70163;Colombier;70;70D;27;247000011;ZZZZZZZZZ;702;7016;2718;70000;138;70550
70164;Colombotte;70;70D;27;200041861;ZZZZZZZZZ;702;7017;2718;70000;138;70550
70165;Combeaufontaine;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;138;70421
70166;Comberjon;70;70D;27;247000011;ZZZZZZZZZ;702;7016;2718;70000;138;70550
70167;Conflandey;70;70D;27;200041879;ZZZZZZZZZ;702;7011;2718;70000;138;70421
70168;Conflans-sur-Lanterne;70;70D;27;200041721;ZZZZZZZZZ;701;7013;2718;70000;000;70311
70169;Confracourt;70;70D;27;247000367;ZZZZZZZZZ;702;7005;2718;70000;138;70421
70170;Contréglise;70;70D;27;200041879;ZZZZZZZZZ;702;7011;2718;70000;138;70421
70171;Corbenay;70;70D;27;200041721;ZZZZZZZZZ;701;7013;2718;70000;259;70467
70172;La Corbière;70;70D;27;247000755;ZZZZZZZZZ;701;7010;2718;70000;259;70311
70174;Cordonnet;70;70D;27;247000706;ZZZZZZZZZ;702;7012;2706;70000;045;70447
70175;Cornot;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;138;70421
70176;Corravillers;70;70D;27;247000854;ZZZZZZZZZ;701;7010;2718;70000;259;88408
70177;Corre;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;000;70292
70178;La Côte;70;70D;27;247000664;ZZZZZZZZZ;701;7007;2705;70000;291;70310
70179;Coulevon;70;70D;27;247000011;ZZZZZZZZZ;702;7016;2718;70000;138;70550
70180;Belles-Fontaines;70;70D;27;247000714;ZZZZZZZZZ;701;7017;2718;70000;061;25315
70181;Courcuire;70;70D;27;200041887;ZZZZZZZZZ;702;7009;2706;70000;045;70334
70182;Courmont;70;70D;27;247000722;ZZZZZZZZZ;701;7004;2714;70000;061;70285
70183;Courtesoult-et-Gatey;70;70D;27;247000623;ZZZZZZZZZ;702;7001;2706;70000;276;21317
70184;Couthenans;70;70D;27;247000722;ZZZZZZZZZ;701;7004;2705;70000;061;70285
70185;Cresancey;70;70D;27;200036549;ZZZZZZZZZ;702;7002;2706;70000;276;70279
70186;La Creuse;70;70D;27;200041861;ZZZZZZZZZ;701;7006;2718;70000;138;70310
70187;Crevans-et-la-Chapelle-lès-Granges;70;70D;27;247000714;ZZZZZZZZZ;701;7017;2714;70000;061;70285
70188;Creveney;70;70D;27;200041861;ZZZZZZZZZ;701;7006;2718;70000;138;70550
70189;Cromary;70;70D;27;247000706;ZZZZZZZZZ;702;7012;2706;70000;045;25056
70190;Cubry-lès-Faverney;70;70D;27;200041879;ZZZZZZZZZ;702;7011;2718;70000;138;70421
70192;Cugney;70;70D;27;200041887;ZZZZZZZZZ;702;7009;2706;70000;045;70334
70193;Cult;70;70D;27;200041887;ZZZZZZZZZ;702;7009;2706;70000;045;70334
70194;Cuve;70;70D;27;200041721;ZZZZZZZZZ;701;7011;2718;70000;626;70467
70195;Dambenoît-lès-Colombe;70;70D;27;200041861;ZZZZZZZZZ;701;7006;2718;70000;138;70311
70196;Dampierre-lès-Conflans;70;70D;27;200041721;ZZZZZZZZZ;701;7011;2718;70000;626;70311
70197;Dampierre-sur-Linotte;70;70D;27;200041853;ZZZZZZZZZ;702;7012;2718;70000;138;70550
70198;Dampierre-sur-Salon;70;70D;27;247000623;ZZZZZZZZZ;702;7001;2706;70000;276;70198
70199;Dampvalley-lès-Colombe;70;70D;27;200041861;ZZZZZZZZZ;702;7017;2718;70000;138;70550
70200;Dampvalley-Saint-Pancras;70;70D;27;200041721;ZZZZZZZZZ;701;7011;2718;70000;000;70467
70201;Delain;70;70D;27;247000623;ZZZZZZZZZ;702;7001;2706;70000;276;70198
70202;Demangevelle;70;70D;27;200041721;ZZZZZZZZZ;701;7005;2718;70000;000;70292
70203;La Demie;70;70D;27;200041853;ZZZZZZZZZ;702;7017;2718;70000;138;70550
70204;Denèvre;70;70D;27;247000623;ZZZZZZZZZ;702;7001;2706;70000;276;70198
70205;Échavanne;70;70D;27;247000821;ZZZZZZZZZ;701;7003;2705;70000;086;90010
70206;Échenans-sous-Mont-Vaudois;70;70D;27;247000722;ZZZZZZZZZ;701;7003;2705;70000;086;70285
70207;Échenoz-la-Méline;70;70D;27;247000011;ZZZZZZZZZ;702;7015;2718;70401;138;70550
70208;Échenoz-le-Sec;70;70D;27;200041853;ZZZZZZZZZ;702;7012;2718;70000;045;70550
70210;Écromagny;70;70D;27;247000854;ZZZZZZZZZ;701;7010;2705;70000;000;70310
70211;Écuelle;70;70D;27;200036549;ZZZZZZZZZ;702;7001;2706;70000;276;70279
70213;Éhuns;70;70D;27;200041861;ZZZZZZZZZ;701;7013;2718;70000;259;70311
70214;Équevilley;70;70D;27;200041879;ZZZZZZZZZ;702;7011;2718;70000;138;70311
70215;Errevet;70;70D;27;247000821;ZZZZZZZZZ;701;7003;2705;70000;086;90010
70216;Esboz-Brest;70;70D;27;247000755;ZZZZZZZZZ;701;7008;2718;70000;259;70311
70217;Esmoulières;70;70D;27;247000854;ZZZZZZZZZ;701;7010;2718;70000;000;88408
70218;Esmoulins;70;70D;27;200036549;ZZZZZZZZZ;702;7002;2706;70000;276;70279
70219;Esprels;70;70D;27;247000714;ZZZZZZZZZ;701;7017;2718;70000;138;70550
70220;Essertenne-et-Cecey;70;70D;27;200036549;ZZZZZZZZZ;702;7002;2706;70000;028;70279
70221;Étobon;70;70D;27;247000722;ZZZZZZZZZ;701;7004;2705;70000;061;70285
70222;Étrelles-et-la-Montbleuse;70;70D;27;247000698;ZZZZZZZZZ;702;7014;2706;70000;045;70334
70224;Étuz;70;70D;27;247000706;ZZZZZZZZZ;702;7009;2706;00153;045;25056
70225;Fahy-lès-Autrey;70;70D;27;200036549;ZZZZZZZZZ;702;7001;2706;70000;276;70279
70226;Fallon;70;70D;27;247000714;ZZZZZZZZZ;701;7017;2718;70000;061;70561
70227;Faucogney-et-la-Mer;70;70D;27;247000854;ZZZZZZZZZ;701;7010;2718;70000;259;70310
70228;Faverney;70;70D;27;200041879;ZZZZZZZZZ;702;7011;2718;70000;138;70421
70229;Faymont;70;70D;27;247000664;ZZZZZZZZZ;701;7007;2705;70000;061;70310
70230;Fédry;70;70D;27;247000623;ZZZZZZZZZ;702;7001;2718;70000;138;70550
70231;Ferrières-lès-Ray;70;70D;27;247000623;ZZZZZZZZZ;702;7001;2706;70000;000;70198
70232;Ferrières-lès-Scey;70;70D;27;247000367;ZZZZZZZZZ;702;7014;2718;70000;138;70421
70233;Les Fessey;70;70D;27;247000854;ZZZZZZZZZ;701;7010;2718;70000;259;70311
70234;Filain;70;70D;27;200041853;ZZZZZZZZZ;702;7012;2718;70000;138;70550
70235;Flagy;70;70D;27;200041879;ZZZZZZZZZ;702;7011;2718;70000;138;70550
70236;Fleurey-lès-Faverney;70;70D;27;200041879;ZZZZZZZZZ;702;7011;2718;70000;138;70421
70237;Fleurey-lès-Lavoncourt;70;70D;27;247000623;ZZZZZZZZZ;702;7001;2718;70000;000;70198
70238;Fleurey-lès-Saint-Loup;70;70D;27;200041721;ZZZZZZZZZ;701;7013;2718;70000;259;70467
70239;Fondremand;70;70D;27;247000706;ZZZZZZZZZ;702;7012;2706;70000;045;70447
70240;Fontaine-lès-Luxeuil;70;70D;27;200041721;ZZZZZZZZZ;701;7013;2718;70000;259;70311
70242;Fontenois-la-Ville;70;70D;27;200041721;ZZZZZZZZZ;701;7011;2718;70000;000;70467
70243;Fontenois-lès-Montbozon;70;70D;27;200041853;ZZZZZZZZZ;702;7012;2718;70000;000;70447
70244;Fouchécourt;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;138;70421
70245;Fougerolles-Saint-Valbert;70;70D;27;200041721;ZZZZZZZZZ;701;7088;2718;70106;259;70311
70247;Fouvent-Saint-Andoche;70;70D;27;247000623;ZZZZZZZZZ;702;7001;2706;70000;000;70198
70248;Frahier-et-Chatebier;70;70D;27;247000821;ZZZZZZZZZ;701;7003;2705;70000;086;90010
70249;Francalmont;70;70D;27;200041721;ZZZZZZZZZ;701;7013;2718;70000;259;70467
70250;Franchevelle;70;70D;27;200041861;ZZZZZZZZZ;701;7006;2718;70000;291;70310
70251;Francourt;70;70D;27;247000623;ZZZZZZZZZ;702;7001;2718;70000;000;70198
70252;Framont;70;70D;27;247000623;ZZZZZZZZZ;702;7001;2706;70000;276;21317
70253;Frasne-le-Château;70;70D;27;247000698;ZZZZZZZZZ;702;7014;2706;70000;045;70550
70254;Frédéric-Fontaine;70;70D;27;247000821;ZZZZZZZZZ;701;7003;2705;70000;061;70310
70255;Fresne-Saint-Mamès;70;70D;27;247000698;ZZZZZZZZZ;702;7014;2718;70000;138;70550
70256;Fresse;70;70D;27;247000854;ZZZZZZZZZ;701;7010;2705;70000;000;70310
70257;Fretigney-et-Velloreille;70;70D;27;247000698;ZZZZZZZZZ;702;7014;2706;70000;045;70550
70258;Froideconche;70;70D;27;247000755;ZZZZZZZZZ;701;7008;2718;70303;259;70311
70259;Froideterre;70;70D;27;247000664;ZZZZZZZZZ;701;7006;2705;70000;291;70310
70260;Frotey-lès-Lure;70;70D;27;247000664;ZZZZZZZZZ;701;7007;2705;70000;291;70310
70261;Frotey-lès-Vesoul;70;70D;27;247000011;ZZZZZZZZZ;702;7016;2718;70401;138;70550
70262;Genevreuille;70;70D;27;247000664;ZZZZZZZZZ;701;7007;2718;70000;291;70310
70263;Genevrey;70;70D;27;200041861;ZZZZZZZZZ;701;7006;2718;70000;138;70311
70265;Germigney;70;70D;27;200036549;ZZZZZZZZZ;702;7002;2706;70000;276;70279
70267;Gevigney-et-Mercey;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;000;70292
70268;Gézier-et-Fontenelay;70;70D;27;200041887;ZZZZZZZZZ;702;7009;2706;70000;045;25056
70269;Girefontaine;70;70D;27;200041721;ZZZZZZZZZ;701;7011;2718;70000;000;70467
70271;Gouhenans;70;70D;27;247000714;ZZZZZZZZZ;701;7017;2705;70000;291;70310
70272;Gourgeon;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;138;70421
70273;Grammont;70;70D;27;247000714;ZZZZZZZZZ;701;7017;2718;70000;061;70561
70274;Grandecourt;70;70D;27;247000623;ZZZZZZZZZ;702;7001;2718;70000;138;70421
70275;Grandvelle-et-le-Perrenot;70;70D;27;247000706;ZZZZZZZZZ;702;7014;2718;70000;045;70447
70276;Granges-la-Ville;70;70D;27;247000714;ZZZZZZZZZ;701;7017;2705;70000;061;70285
70277;Granges-le-Bourg;70;70D;27;247000714;ZZZZZZZZZ;701;7017;2705;70000;061;70285
70278;Grattery;70;70D;27;200041879;ZZZZZZZZZ;702;7011;2718;70000;138;70421
70279;Gray;70;70D;27;200036549;ZZZZZZZZZ;702;7002;2706;70202;276;70279
70280;Gray-la-Ville;70;70D;27;200036549;ZZZZZZZZZ;702;7002;2706;70202;276;70279
70282;Gy;70;70D;27;247000698;ZZZZZZZZZ;702;7009;2706;70000;045;70334
70283;Haut-du-Them-Château-Lambert;70;70D;27;247000854;ZZZZZZZZZ;701;7010;2705;70000;451;88468
70284;Hautevelle;70;70D;27;200041721;ZZZZZZZZZ;701;7013;2718;70000;259;70467
70285;Héricourt;70;70D;27;247000722;ZZZZZZZZZ;701;7097;2705;70301;061;70285
70286;Hugier;70;70D;27;200041887;ZZZZZZZZZ;702;7009;2706;70000;045;70334
70287;Hurecourt;70;70D;27;200041721;ZZZZZZZZZ;701;7005;2718;70000;000;70467
70288;Hyet;70;70D;27;247000706;ZZZZZZZZZ;702;7012;2718;70000;045;70447
70289;Igny;70;70D;27;200036549;ZZZZZZZZZ;702;7002;2706;70000;276;70279
70290;Jasney;70;70D;27;200041721;ZZZZZZZZZ;701;7011;2718;70000;000;70467
70291;Jonvelle;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;000;70292
70292;Jussey;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;000;70292
70293;Lambrey;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;138;70292
70294;Lantenot;70;70D;27;200041861;ZZZZZZZZZ;701;7010;2705;70000;291;70310
70295;La Lanterne-et-les-Armonts;70;70D;27;247000854;ZZZZZZZZZ;701;7010;2718;70000;291;70310
70296;Larians-et-Munans;70;70D;27;200041853;ZZZZZZZZZ;702;7012;2718;70000;045;70447
70297;Larret;70;70D;27;247000623;ZZZZZZZZZ;702;7001;2706;70000;000;21317
70298;Lavigney;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;138;70421
70299;Lavoncourt;70;70D;27;247000623;ZZZZZZZZZ;702;7001;2718;70000;276;70198
70301;Lieffrans;70;70D;27;247000698;ZZZZZZZZZ;702;7014;2718;70000;138;70550
70302;Lieucourt;70;70D;27;200036549;ZZZZZZZZZ;702;7009;2706;70000;276;70279
70303;Liévans;70;70D;27;200041861;ZZZZZZZZZ;702;7017;2718;70000;138;70310
70304;Linexert;70;70D;27;200041861;ZZZZZZZZZ;701;7006;2718;70000;291;70310
70305;Lœuilley;70;70D;27;200036549;ZZZZZZZZZ;702;7001;2711;70000;028;21317
70306;Lomont;70;70D;27;247000664;ZZZZZZZZZ;701;7007;2705;70000;061;70310
70307;Longevelle;70;70D;27;247000714;ZZZZZZZZZ;701;7017;2705;70000;291;70561
70308;La Longine;70;70D;27;247000854;ZZZZZZZZZ;701;7010;2718;70000;259;88408
70309;Loulans-Verchamp;70;70D;27;200041853;ZZZZZZZZZ;702;7012;2718;70000;045;70447
70310;Lure;70;70D;27;247000664;ZZZZZZZZZ;701;7098;2705;70302;291;70310
70311;Luxeuil-les-Bains;70;70D;27;247000755;ZZZZZZZZZ;701;7008;2718;70303;259;70311
70312;Luze;70;70D;27;247000722;ZZZZZZZZZ;701;7003;2705;70000;061;70285
70313;Lyoffans;70;70D;27;247000664;ZZZZZZZZZ;701;7007;2705;70000;291;70310
70314;Magnivray;70;70D;27;247000755;ZZZZZZZZZ;701;7010;2718;70000;259;70311
70315;Magnoncourt;70;70D;27;200041721;ZZZZZZZZZ;701;7013;2718;70105;626;70467
70316;Le Magnoray;70;70D;27;200041853;ZZZZZZZZZ;702;7012;2718;70000;138;70550
70317;Les Magny;70;70D;27;247000714;ZZZZZZZZZ;701;7017;2718;70000;000;70561
70318;Magny-Danigon;70;70D;27;247000664;ZZZZZZZZZ;701;7007;2705;70000;086;70310
70319;Magny-Jobert;70;70D;27;247000664;ZZZZZZZZZ;701;7007;2705;70000;061;70310
70320;Magny-lès-Jussey;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;000;70292
70321;Magny-Vernois;70;70D;27;247000664;ZZZZZZZZZ;701;7007;2705;70302;291;70310
70322;Mailleroncourt-Charette;70;70D;27;200041861;ZZZZZZZZZ;701;7013;2718;70000;138;70550
70323;Mailleroncourt-Saint-Pancras;70;70D;27;200041721;ZZZZZZZZZ;701;7011;2718;70000;000;70467
70324;Mailley-et-Chazelot;70;70D;27;247000367;ZZZZZZZZZ;702;7014;2718;70000;138;70550
70325;Maizières;70;70D;27;247000706;ZZZZZZZZZ;702;7012;2718;70000;045;70447
70326;La Malachère;70;70D;27;247000706;ZZZZZZZZZ;702;7012;2706;70000;045;70447
70327;Malans;70;70D;27;200041887;ZZZZZZZZZ;702;7009;2706;70000;045;70279
70328;Malbouhans;70;70D;27;247000854;ZZZZZZZZZ;701;7006;2705;70104;086;70310
70329;Malvillers;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;138;70421
70330;Mandrevillars;70;70D;27;247000722;ZZZZZZZZZ;701;7003;2705;70000;086;70285
70331;Mantoche;70;70D;27;200036549;ZZZZZZZZZ;702;7002;2706;70000;276;70279
70332;Marast;70;70D;27;247000714;ZZZZZZZZZ;701;7017;2718;70000;138;70561
70334;Marnay;70;70D;27;200041887;ZZZZZZZZZ;702;7009;2706;70000;045;70334
70335;Maussans;70;70D;27;200041853;ZZZZZZZZZ;702;7012;2706;70000;000;70447
70336;Mélecey;70;70D;27;247000714;ZZZZZZZZZ;701;7017;2718;70000;061;70561
70337;Melin;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;138;70421
70338;Melincourt;70;70D;27;200041721;ZZZZZZZZZ;701;7011;2718;70000;000;70467
70339;Mélisey;70;70D;27;247000854;ZZZZZZZZZ;701;7010;2705;70104;291;70310
70340;Membrey;70;70D;27;247000623;ZZZZZZZZZ;702;7001;2706;70000;000;70198
70341;Menoux;70;70D;27;200041879;ZZZZZZZZZ;702;7011;2718;70000;138;70421
70342;Mercey-sur-Saône;70;70D;27;247000623;ZZZZZZZZZ;702;7014;2706;70000;276;70198
70343;Mersuay;70;70D;27;200041879;ZZZZZZZZZ;702;7011;2718;70000;138;70421
70344;Meurcourt;70;70D;27;200041861;ZZZZZZZZZ;701;7013;2718;70000;138;70311
70347;Mignavillers;70;70D;27;247000714;ZZZZZZZZZ;701;7017;2705;70000;061;70310
70348;Moffans-et-Vacheresse;70;70D;27;247000664;ZZZZZZZZZ;701;7007;2705;70000;061;70310
70349;Moimay;70;70D;27;247000714;ZZZZZZZZZ;701;7017;2718;70000;000;70561
70350;Molay;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;000;70421
70351;Mollans;70;70D;27;200041861;ZZZZZZZZZ;701;7007;2718;70000;138;70310
70352;La Montagne;70;70D;27;247000854;ZZZZZZZZZ;701;7010;2718;70000;259;88408
70353;Montagney;70;70D;27;200041887;ZZZZZZZZZ;702;7009;2706;70000;045;70334
70355;Montarlot-lès-Rioz;70;70D;27;247000706;ZZZZZZZZZ;702;7012;2706;70000;045;70447
70356;Montboillon;70;70D;27;247000706;ZZZZZZZZZ;702;7009;2706;70000;045;25056
70357;Montbozon;70;70D;27;200041853;ZZZZZZZZZ;702;7012;2718;70000;000;70447
70358;Montcey;70;70D;27;247000011;ZZZZZZZZZ;702;7016;2718;70000;138;70550
70359;Montcourt;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;000;70292
70360;Montdoré;70;70D;27;200041721;ZZZZZZZZZ;701;7005;2718;70000;000;70467
70361;Montessaux;70;70D;27;247000854;ZZZZZZZZZ;701;7010;2705;70000;291;70310
70362;Montigny-lès-Cherlieu;70;70D;27;200036150;ZZZZZZZZZ;702;7005;2718;70000;138;70292
70363;Montigny-lès-Vesoul;70;70D;27;247000011;ZZZZZZZZZ;702;7015;2718;70000;138;70550
70364;Montjustin-et-Velotte;70;70D;27;200041861;ZZZZZZZZZ;702;7017;2718;70000;000;70310
